construction,N,num_blocks,num_matching,predicted_alpha,actual_alpha,alpha_gap,d_max,c,k4_free,block_ids,k_copies,source,g6
single,70,1,20,30,30,0,5,1.3314,1,95,10,,~?@E?Be{????????[?Z_??????????????@o??v??????????????????????B_???v?????????????????????????????B_????Z_????????????????G?????G?????C??????@o?????Ew?????G???????????@???????_??????G??????????[???????v????A??????????????C???????@????????G?????????????B_???????B[???O????????????????G????????@?????????C?????????????????M?????????Ew?@???????????????????G??????????_?????????@?????????????????????[??????????Ew
single,77,1,22,33,33,0,5,1.3314,1,95,11,,~?@L?Be{????????[?Z_??????????????@o??v??????????????????????B_???v?????????????????????????????B_????Z_????????????????????????_??????????@o?????Ew?????G?????????????_??????O??????C?????????[???????v????A???????????????A????????_???????C????????????B_???????B[???O?????????????????C?????????_????????A????????????????M?????????Ew?@????????????????????C??????????O??????????_???????????????????[??????????Ex???????????????????????A?????????????????G???????????G?????????????????[???????????B[
single,84,1,24,36,36,0,5,1.3314,1,95,12,,~?@S?Be{????????[?Z_??????????????@o??v??????????????????????B_???v?????????????????????????????B_????Z_???????????????????????????????????@o?????Ew????????????????????O??????G??????A????????[???????v???????_?????????????@????????O???????A???????????B_???????B[?????C????????????????A?????????O????????@???????????????M?????????Ew????O??????????????????A??????????G??????????O??????????????????[??????????Ew???_????????????????????@???????????A???????????A??????????????????????[???????????B[??_???????????????????????O????????????O????????????G?????????????????????????M?????????????v
single,14,1,4,6,6,0,5,1.3314,1,99,2,,M?Bv[@???OA??]?\_
single,21,1,6,9,9,0,5,1.3314,1,99,3,,T?Bv[????_???]?\_CA?????G???G??@w??z
single,28,1,8,12,12,0,5,1.3314,1,99,4,,[?Bv[????????]?\g????????C??O??@w??z?G????_????A???C??????Bo???z
single,35,1,10,15,15,0,5,1.3314,1,99,5,,b?Bv[????????]?\_???????O??????@w??z??C??@??????@???A?????Bo???z?G??@??????????O??????A??????Bo????\_
single,42,1,12,18,18,0,5,1.3314,1,99,6,,i?Bv[????????]?\_??????????????@w??zO?????????????_??@????Bo???z??C????_????????G????G???????Bo????\_C???????A????????@??????_??????????@w?????FW
single,49,1,14,21,21,0,5,1.3314,1,99,7,,p?Bv[????????]?\_??????????????@w??z???????????C??????????Bo???z???A????O????????C????C??????Bo????\_?A?????G???????????_?????O?????????@w?????FW@?????A??????????????A??????????A??????????]???????z
single,56,1,16,24,24,0,5,1.3314,1,99,8,,w?Bv[????????]?\_??????????????@w??z??????????????????????Bo???zO?????????????????A????A?????Bo????\_??@?????C???????????O?????G????????@w?????FW??_?????@?????????????@???????O????????????]???????z?G???????????_???????????A????????O???????????????Bo???????Bk
single,63,1,18,27,27,0,5,1.3314,1,99,9,,~??~?Bv[????????]?\_??????????????@w??z??????????????????????Bo???z???????????????_?????????????Bo????\_????_????A???????????G?????C???????@w?????FW???O??????_?????????????_??????G???????????]???????z??C???????C???????????????@????????G??????????????Bo???????Bk?_???????O??????????????????@??????????????G?????????????N?????????FW
single,70,1,20,30,30,0,5,1.3314,1,99,10,,~?@E?Bv[????????]?\_??????????????@w??z??????????????????????Bo???z?????????????????????????????Bo????\g??????????????????????C?????A??????@w?????FW????G??????O?????????????O??????C??????????]???????z???A???????A????????????????_???????C?????????????Bo???????Bk??O????????G??????????????????_????????A?????????????????N?????????FW@???????????????_???????????????O??????????_????????????????????]??????????FW
single,77,1,22,33,33,0,5,1.3314,1,99,11,,~?@L?Bv[????????]?\_??????????????@w??z??????????????????????Bo???z?????????????????????????????Bo????\_?????????????????A?????????????????@w?????FW?????C??????G?????????????G??????A?????????]???????z????@???????@????????????????O???????A????????????Bo???????Bk???G????????C??????????????????O????????@????????????????N?????????FW??_?????????G????????????????????G??????????O???????????????????]??????????FW@??????????G???????????????????????A?????????????????A?????????????????]???????????Bk
single,84,1,24,36,36,0,5,1.3314,1,99,12,,~?@S?Bv[????????]?\_??????????????@w??z??????????????????????Bo???z?????????????????????????????Bo????\_???????????????????????????????????@w?????FY???????????????????????????C??????@????????]???????z??????_???????_???????????????G???????@???????????Bo???????Bk????C????????A??????????????????G?????????_??????????????N?????????FW???O?????????C????????????????????C??????????G??????????????????]??????????FW??_??????????C??????????????????????@???????????@??????????????????????]???????????Bk?_?????????????????A???????????????????G????????????C?????????????????????????N?????????????z
single,16,1,5,7,7,0,7,1.5738,1,590,2,,O??EF}???G@?C?G??E?@~
single,24,1,7,11,11,0,7,1.6488,1,590,3,,W??EF{??@?????C??E?@~_?????G??O???A??@????W??@~
single,32,1,10,14,14,0,7,1.5738,1,590,4,,_??EF{???????????E?@~?G?????A??C??C??A????W??@~_????????_???O???C????_???????E????F{
single,40,1,12,18,18,0,7,1.6188,1,590,5,,g??EF{???????????E?@~?????@?????????C?????W??@~?G????????G???C???@????G??????E????F}???????????G????@????????G?????O???????E?????@~
single,48,1,15,21,21,0,7,1.5738,1,590,6,,o??EF{???????????E?@~?????????????????????W??@~??A????????A???@????O???A?????E????F{?_??????????A?????O????@?????A?????????E?????@~_?????????????G??????O??????O??????G?????????????W??????@~
single,56,1,17,25,25,0,7,1.6059,1,590,7,,w??EF{???????????E?@~?????????????????????W??@~????????C?????????????O???????E????F{??G???????????_????C?????O?????_???????E?????@~?G?????????????A??????C??????C??????A????????????W??????@~_????????????????_???????O???????????A????????O???????????E????????F{
single,64,1,20,28,28,0,7,1.5738,1,590,8,,~?@???EF{???????????E?@~?????????????????????W??@~??????????????????????????????E????F{???A???????????G????@?????C?????G??????E?????@~??A??????????????_?????@??????@???????_??????????W??????@~?G????????????????G???????C???????@????????G??????????????E????????F}???????????????????G????????@?????????C?????????G??????????????????E?????????@~
single,72,1,22,32,32,0,7,1.5988,1,590,9,,~?@G??EF{???????????E?@~?????????????????????W??@~??????????????????????????????E????F{??????????@?????????????????C??????????E?????@~????_?????????????G??????O??????O??????G?????????W??????@~??A????????????????A???????@????????O???????A?????????????E????????F{?_??????????????????A?????????O????????@?????????A?????????????????E?????????@~_?????????????????????G??????????O???????????????A??????????@????????????????W??????????@~
single,80,1,25,35,35,0,7,1.5738,1,590,10,,~?@O??EF{???????????E?@~?????????????????????W??@~??????????????????????????????E????F{???????????????????????????????????????E?????@~?????G?????????????A??????C??????C??????A????????W??????@~????_????????????????_???????O???????C????????_???????????E????????F{??G???????????????????_????????C?????????O?????????_???????????????E?????????@~?G?????????????????????A??????????C??????????C??????????A????????????????????W??????????@~_????????????????????????_???????????O???????????C????????????_???????????????????????E????????????F{
single,88,1,27,39,39,0,7,1.5943,1,590,11,,~?@W??EF{???????????E?@~?????????????????????W??@~??????????????????????????????E????F{???????????????????????????????????????E?????@~?????????????@?????????????????????C?????????????W??????@~?????G????????????????G???????C???????@????????G??????????E????????F{???A???????????????????G????????@?????????C?????????G??????????????E?????????@~??A??????????????????????_?????????@??????????@???????????_??????????????????W??????????@~?G????????????????????????G???????????C???????????@????????????G??????????????????????E????????????F}???????????????????????????G????????????@????????????????????G?????????????O???????????????????E?????????????@~
single,96,1,30,42,42,0,7,1.5738,1,590,12,,~?@_??EF{???????????E?@~?????????????????????W??@~??????????????????????????????E????F{???????????????????????????????????????E?????@~?????????????????????????????????????????????????W??????@~??????A????????????????A???????@????????O???????A?????????E????????F{?????_??????????????????A?????????O????????@?????????A?????????????E?????????@~????_?????????????????????G??????????O??????????O??????????G?????????????????W??????????@~??A????????????????????????A???????????@????????????O???????????A?????????????????????E????????????F{?_??????????????????????????A?????????????O????????????@?????????????A?????????????????????????E?????????????@~_?????????????????????????????G??????????????O??????????????O??????????????G?????????????????????????????W??????????????@~
single,16,1,5,7,7,0,7,1.5738,1,597,2,,O??FF|?_???_A?C??F?@~
single,24,1,7,11,11,0,7,1.6488,1,597,3,,W??FF}????????A??F?@~O??O?????G???A??@????[??@~
single,32,1,10,14,14,0,7,1.5738,1,597,4,,_??FF{???????????F?@~?C??_?????A??A??@????[??@~O???_????????G???A????O???????F????F{
single,40,1,12,18,18,0,7,1.6188,1,597,5,,g??FF}???????????F?@~???????????????A?????[??@~??A??C????????A????_???C??????F????F|?????C???????????_???????G?????O???????F?????@~
single,48,1,15,21,21,0,7,1.5738,1,597,6,,o??FF{???????????F?@~?????????????????????[??@~??@???A?????????_???G???@?????F????F{?O????G???????????G?????_????@?????????F?????@~O?????A??????????????G??????G??????C?????????????[??????@~
single,56,1,17,25,25,0,7,1.6059,1,597,7,,w??FF}???????????F?@~?????????????????????[??@~??????????????????????G???????F????F{???A???@???????????A?????G?????O???????F?????@~??A?????O?????????????A??????A??????@????????????[??????@~O???????C????????????????G???????????A????????O???????????F????????F{
single,64,1,20,28,28,0,7,1.5738,1,597,8,,~?@???FF{???????????F?@~?????????????????????[??@~??????????????????????????????F????F{???@?????_???????????_????A?????C??????F?????@~??@??????G??????????????_??????_??????O??????????[??????@~?C???????G????????????????A????????_???????C??????????????F????????F|?????????_???????????????????_????????A?????????C??????????????????F?????????@~
single,72,1,22,32,32,0,7,1.5988,1,597,9,,~?@G??FF}???????????F?@~?????????????????????[??@~??????????????????????????????F????F{????????????????????????????A??????????F?????@~?????G????@??????????????G??????G??????C?????????[??????@~????_?????@?????????????????_???????G???????@?????????????F????????F{??G???????C???????????????????G?????????_????????@?????????????????F?????????@~O??????????O?????????????????????G???????????????A??????????@????????????????[??????????@~
single,80,1,25,35,35,0,7,1.5738,1,597,10,,~?@O??FF{???????????F?@~?????????????????????[??@~??????????????????????????????F????F{???????????????????????????????????????F?????@~?????C??????_?????????????A??????A??????@????????[??????@~????O???????_????????????????G???????A????????O???????????F????????F{??C????????A???????????????????A?????????G?????????O???????????????F?????????@~?C??????????_?????????????????????A??????????A??????????@????????????????????[??????????@~O???????????_????????????????????????G???????????A????????????O???????????????????????F????????????F{
single,88,1,27,39,39,0,7,1.5943,1,597,11,,~?@W??FF}???????????F?@~?????????????????????[??@~??????????????????????????????F????F{???????????????????????????????????????F?????@~???????????????????????????????????A?????????????[??????@~??????A??????C????????????????A????????_???????C??????????F????????F{?????_???????O???????????????????_????????A?????????C??????????????F?????????@~????_????????C??????????????????????_??????????_??????????O??????????????????[??????????@~??A??????????C????????????????????????A????????????_???????????C??????????????????????F????????????F|?????????????C???????????????????????????_???????????????????G?????????????O???????????????????F?????????????@~
single,96,1,30,42,42,0,7,1.5738,1,597,12,,~?@_??FF{???????????F?@~?????????????????????[??@~??????????????????????????????F????F{???????????????????????????????????????F?????@~?????????????????????????????????????????????????[??????@~??????@???????A?????????????????_???????G???????@?????????F????????F{?????O????????G???????????????????G?????????_????????@?????????????F?????????@~????O?????????A??????????????????????G??????????G??????????C?????????????????[??????????@~??@???????????A?????????????????????????_???????????G???????????@?????????????????????F????????????F{?O????????????G???????????????????????????G?????????????_????????????@?????????????????????????F?????????????@~O?????????????A??????????????????????????????G??????????????G??????????????C?????????????????????????????[??????????????@~
single,16,1,5,7,7,0,7,1.5738,1,603,2,,O??Ff{_OC???@?A??F_@~
single,24,1,7,11,11,0,7,1.6488,1,603,3,,W??Ff{??????A?_??F_@~G?@????O????C???G????]??@~
single,32,1,10,14,14,0,7,1.5738,1,603,4,,_??Ff{???????????F_@~?A??O?@??????@???_???]??@~G???O???O????????@????G???????F_???F{
single,40,1,12,18,18,0,7,1.6188,1,603,5,,g??Ff{???????????F_@~????????????G??_?????]??@~?A???C???C?????????O???A??????F_???F{_????O???????C????????@???????A????????F_????@~
single,48,1,15,21,21,0,7,1.5738,1,603,6,,o??Ff{???????????F_@~?????????????????????]??@~???_??@???@?????????C????_????F_???F{?G????C????@????????????O?????_????????F_????@~G?????@??????C??????????????C??????A?????????????]??????@~
single,56,1,17,25,25,0,7,1.6059,1,603,7,,w??Ff{???????????F_@~?????????????????????]??@~?????????????????A???A????????F_???F{??A????@?????O???????????C?????G???????F_????@~?A??????O?????@??????????????@???????_???????????]??????@~G???????O???????????C????????????@???????????A????????????F_???????F{
single,64,1,20,28,28,0,7,1.5738,1,603,8,,~?@???Ff{???????????F_@~?????????????????????]??@~??????????????????????????????F_???F{????_????O????C???????????@?????A??????F_????@~???_?????C??????O??????????????O??????G??????????]??????@~?A???????C???????C?????????????????O???????A??????????????F_???????F{_????????O????????C???????????????????@?????????A??????????????????F_????????@~
single,72,1,22,32,32,0,7,1.5988,1,603,9,,~?@G??Ff{???????????F_@~?????????????????????]??@~??????????????????????????????F_???F{??????????????????????A?????_??????????F_????@~????G?????@??????C??????????????C??????A?????????]??????@~???_??????@???????@?????????????????C????????_????????????F_???????F{?G????????C????????@????????????????????O?????????_????????????????F_????????@~G?????????@????????????????O????????????????C???????????????G????????????????]??????????@~
